day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;147800;KELP;2014;1;2012;29;;;2015;29;;;;;2014.5;-15.3902587890625
-1;147900;KELP;2012;21;;;;;2015;21;;;;;2013.5;-15.3001708984375
-1;147900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;148000;KELP;2012;31;;;;;2015;31;;;;;2013.5;-15.413330078125
-1;148000;RAINFOREST_RESIN;9996;2;9995;29;;;10002;9;10004;2;10005;29;9999.0;0.0
-1;148100;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;148100;KELP;2012;30;;;;;2016;30;;;;;2014.0;-14.8216552734375
-1;148200;RAINFOREST_RESIN;9998;5;9996;1;9995;26;10004;1;10005;26;;;10001.0;0.0
-1;148200;KELP;2012;26;;;;;2014;3;2016;27;;;2013.0;-14.883056640625
-1;148300;KELP;2013;2;2012;25;;;2016;27;;;;;2014.5;-14.876220703125
-1;148300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;148400;KELP;2013;21;;;;;2016;21;;;;;2014.5;-14.7528076171875
-1;148400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;148500;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;148500;KELP;2013;22;;;;;2015;4;2016;22;;;2014.0;-14.7476806640625
-1;148600;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;148600;KELP;2013;21;;;;;2016;21;;;;;2014.5;-14.7181396484375
-1;148700;KELP;2013;25;;;;;2016;26;;;;;2014.5;-14.710205078125
-1;148700;RAINFOREST_RESIN;9998;4;9995;26;;;10005;26;;;;;10001.5;0.0
-1;148800;KELP;2013;26;;;;;2016;26;;;;;2014.5;-14.5357666015625
-1;148800;RAINFOREST_RESIN;9995;26;;;;;10002;1;10005;26;;;9998.5;0.0
-1;148900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;148900;KELP;2013;32;;;;;2016;32;;;;;2014.5;-14.617431640625
-1;149000;RAINFOREST_RESIN;10002;5;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
-1;149000;KELP;2014;4;2013;31;;;2016;31;;;;;2015.0;-14.6669921875
-1;149100;KELP;2014;2;2013;30;;;2016;25;;;;;2015.0;-14.708251953125
-1;149100;RAINFOREST_RESIN;10000;2;9996;1;9995;24;10004;1;10005;24;;;10002.0;0.0
-1;149200;KELP;2015;2;2013;27;;;2016;24;;;;;2015.5;-14.5927734375
-1;149200;RAINFOREST_RESIN;10002;1;9998;1;9996;2;10004;2;10005;22;;;10003.0;0.0
-1;149300;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;149300;KELP;2013;27;;;;;2016;27;;;;;2014.5;-14.3448486328125
-1;149400;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;149400;KELP;2013;27;;;;;2015;7;2016;27;;;2014.0;-14.586181640625
-1;149500;KELP;2015;1;2013;32;;;2016;31;;;;;2015.5;-14.5845947265625
-1;149500;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;149600;KELP;2013;32;;;;;2016;30;;;;;2014.5;-14.654541015625
-1;149600;RAINFOREST_RESIN;9995;30;;;;;10002;2;10005;30;;;9998.5;0.0
-1;149700;RAINFOREST_RESIN;10002;6;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
-1;149700;KELP;2013;1;2012;28;;;2016;29;;;;;2014.5;-14.8140869140625
-1;149800;RAINFOREST_RESIN;10002;5;9996;1;9995;20;10004;1;10005;20;;;10003.0;0.0
-1;149800;KELP;2015;1;2013;1;2012;20;2016;21;;;;;2015.5;-14.8533935546875
-1;149900;KELP;2013;25;;;;;2016;30;;;;;2014.5;-14.6689453125
-1;149900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;150000;KELP;2013;31;;;;;2015;3;2016;31;;;2014.0;-14.6180419921875
-1;150000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;150100;RAINFOREST_RESIN;9998;2;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
-1;150100;KELP;2014;4;2013;22;;;2016;22;;;;;2015.0;-14.670166015625
-1;150200;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;0.0
-1;150200;KELP;2013;29;;;;;2016;29;;;;;2014.5;-14.4478759765625
-1;150300;KELP;2013;24;;;;;2015;8;2016;24;;;2014.0;-14.510986328125
-1;150300;RAINFOREST_RESIN;9998;10;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;150400;RAINFOREST_RESIN;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;0.0
-1;150400;KELP;2013;30;;;;;2016;31;;;;;2014.5;-14.5501708984375
-1;150500;KELP;2013;29;;;;;2016;29;;;;;2014.5;-14.611572265625
-1;150500;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;0.0
-1;150600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;150600;KELP;2013;22;;;;;2016;23;;;;;2014.5;-14.508056640625
-1;150700;KELP;2013;22;;;;;2015;1;2016;22;;;2014.0;-14.45361328125
-1;150700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;150800;RAINFOREST_RESIN;9995;30;;;;;9998;1;10005;30;;;9996.5;0.0
-1;150800;KELP;2013;31;;;;;2016;30;;;;;2014.5;-14.5054931640625
-1;150900;KELP;2013;27;;;;;2016;24;;;;;2014.5;-14.4156494140625
-1;150900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;151000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;151000;KELP;2013;27;;;;;2017;27;;;;;2015.0;-14.196533203125
-1;151100;KELP;2015;1;2013;30;;;2016;25;;;;;2015.5;-14.3382568359375
-1;151100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;151200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;151200;KELP;2013;24;;;;;2017;24;;;;;2015.0;-14.01220703125
-1;151300;KELP;2015;1;2014;8;2013;27;2017;27;;;;;2016.0;-14.0169677734375
-1;151300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;151400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;151400;KELP;2013;22;;;;;2017;22;;;;;2015.0;-14.119140625
-1;151500;KELP;2014;31;;;;;2017;32;;;;;2015.5;-13.4781494140625
-1;151500;RAINFOREST_RESIN;9996;2;9995;30;;;10002;9;10004;2;10005;30;9999.0;0.0
-1;151600;RAINFOREST_RESIN;10002;3;9998;1;9995;20;10005;20;;;;;10003.5;0.0
-1;151600;KELP;2016;12;2014;20;;;2017;20;;;;;2016.5;-13.2340087890625
-1;151700;KELP;2014;30;;;;;2017;30;;;;;2015.5;-13.364501953125
-1;151700;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;151800;RAINFOREST_RESIN;9998;2;9996;1;9995;29;10004;1;10005;29;;;10001.0;0.0
-1;151800;KELP;2014;30;;;;;2017;30;;;;;2015.5;-13.462646484375
-1;151900;KELP;2014;27;;;;;2016;1;2017;27;;;2015.0;-13.5626220703125
-1;151900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;152000;RAINFOREST_RESIN;9995;23;;;;;9998;11;10005;23;;;9996.5;0.0
-1;152000;KELP;2014;23;;;;;2017;23;;;;;2015.5;-13.738525390625
-1;152100;KELP;2014;28;;;;;2017;28;;;;;2015.5;-13.75341796875
-1;152100;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;152200;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;0.0
-1;152200;KELP;2014;23;;;;;2017;28;;;;;2015.5;-13.525634765625
-1;152300;KELP;2014;27;;;;;2017;27;;;;;2015.5;-13.7769775390625
-1;152300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;152400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;152400;KELP;2014;10;2013;22;;;2017;24;;;;;2015.5;-13.8194580078125
-1;152500;KELP;2013;32;;;;;2017;32;;;;;2015.0;-14.037353515625
-1;152500;RAINFOREST_RESIN;9996;2;9995;30;;;10002;5;10004;2;10005;30;9999.0;0.0
-1;152600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;152600;KELP;2013;26;;;;;2017;27;;;;;2015.0;-14.0565185546875
-1;152700;KELP;2014;4;2013;26;;;2017;26;;;;;2015.5;-13.8641357421875
-1;152700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;152800;RAINFOREST_RESIN;9998;5;9995;29;;;10005;29;;;;;10001.5;0.0
-1;152800;KELP;2013;29;;;;;2015;4;2017;29;;;2014.0;-14.004150390625
-1;152900;KELP;2014;5;2013;26;;;2016;1;2017;25;;;2015.0;-14.115478515625
-1;152900;RAINFOREST_RESIN;10000;5;9998;1;9996;1;10004;1;10005;25;;;10002.0;0.0
-1;153000;RAINFOREST_RESIN;9995;30;;;;;10002;9;10005;30;;;9998.5;0.0
-1;153000;KELP;2015;1;2013;30;;;2017;30;;;;;2016.0;-14.0626220703125
-1;153100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;153100;KELP;2013;21;;;;;2017;21;;;;;2015.0;-13.98046875
-1;153200;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;0.0
-1;153200;KELP;2013;22;;;;;2017;22;;;;;2015.0;-14.05859375
-1;153300;KELP;2013;24;;;;;2017;24;;;;;2015.0;-14.058349609375
-1;153300;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;153400;KELP;2014;6;2013;20;;;2017;20;;;;;2015.5;-14.0828857421875
-1;153400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;153500;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;0.0
-1;153500;KELP;2015;2;2014;7;2013;21;2017;21;;;;;2016.0;-14.00341796875
-1;153600;RAINFOREST_RESIN;9998;5;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
-1;153600;KELP;2013;22;;;;;2017;22;;;;;2015.0;-13.9439697265625
-1;153700;KELP;2014;26;;;;;2017;21;;;;;2015.5;-13.7020263671875
-1;153700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;153800;KELP;2014;27;;;;;2017;27;;;;;2015.5;-13.679931640625
-1;153800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;153900;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;153900;KELP;2014;27;;;;;2017;2;2018;25;;;2015.5;-13.1444091796875
-1;154000;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;154000;KELP;2015;29;;;;;2017;3;2018;29;;;2016.0;-12.5670166015625
-1;154100;KELP;2015;20;;;;;2018;20;;;;;2016.5;-12.4620361328125
-1;154100;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;154200;KELP;2015;29;;;;;2018;29;;;;;2016.5;-12.53564453125
-1;154200;RAINFOREST_RESIN;9998;5;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;154300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;154300;KELP;2015;21;;;;;2018;21;;;;;2016.5;-12.678955078125
-1;154400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;154400;KELP;2015;29;;;;;2018;29;;;;;2016.5;-12.55810546875
-1;154500;KELP;2015;25;;;;;2018;25;;;;;2016.5;-12.4571533203125
-1;154500;RAINFOREST_RESIN;9995;25;;;;;10002;3;10005;25;;;9998.5;0.0
-1;154600;KELP;2015;27;;;;;2019;27;;;;;2017.0;-11.9351806640625
-1;154600;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;154700;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;154700;KELP;2015;30;;;;;2019;30;;;;;2017.0;-11.793212890625
-1;154800;RAINFOREST_RESIN;10002;1;9998;8;9996;1;10004;1;10005;28;;;10003.0;0.0
-1;154800;KELP;2016;32;;;;;2019;29;;;;;2017.5;-11.6341552734375
-1;154900;KELP;2015;28;;;;;2019;28;;;;;2017.0;-12.205322265625
-1;154900;RAINFOREST_RESIN;9995;28;;;;;9998;1;10005;28;;;9996.5;0.0
-1;155000;KELP;2015;22;;;;;2019;22;;;;;2017.0;-11.935791015625
-1;155000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;155100;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;155100;KELP;2015;27;;;;;2019;28;;;;;2017.0;-12.1783447265625
-1;155200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;0.0
-1;155200;KELP;2015;28;;;;;2018;28;;;;;2016.5;-12.498046875
-1;155300;KELP;2014;27;;;;;2018;27;;;;;2016.0;-12.99609375
-1;155300;RAINFOREST_RESIN;9998;8;9995;27;;;10005;27;;;;;10001.5;0.0
-1;155400;KELP;2014;31;;;;;2017;23;;;;;2015.5;-13.590087890625
-1;155400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;155500;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10002;6;10004;1;9997.0;0.0
-1;155500;KELP;2014;29;;;;;2016;6;2017;29;;;2015.0;-13.347900390625
-1;155600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;155600;KELP;2015;2;2014;32;;;2018;32;;;;;2016.5;-13.0372314453125
-1;155700;KELP;2014;22;;;;;2016;2;2018;22;;;2015.0;-13.197265625
-1;155700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;155800;KELP;2014;30;;;;;2016;3;2017;30;;;2015.0;-13.450439453125
-1;155800;RAINFOREST_RESIN;9996;2;9995;28;;;10002;5;10004;2;10005;28;9999.0;0.0
-1;155900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;155900;KELP;2014;30;;;;;2016;3;2017;30;;;2015.0;-13.4949951171875
-1;156000;RAINFOREST_RESIN;9998;9;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
-1;156000;KELP;2014;26;;;;;2017;26;;;;;2015.5;-13.44482421875
-1;156100;KELP;2014;28;;;;;2017;28;;;;;2015.5;-13.44775390625
-1;156100;RAINFOREST_RESIN;9998;6;9996;1;9995;27;10004;1;10005;27;;;10001.0;0.0
-1;156200;KELP;2014;24;;;;;2017;2;2018;22;;;2015.5;-13.2030029296875
-1;156200;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;156300;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;156300;KELP;2014;29;;;;;2015;3;2017;29;;;2014.5;-13.3924560546875
-1;156400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;0.0
-1;156400;KELP;2014;28;;;;;2017;23;;;;;2015.5;-13.360595703125
-1;156500;KELP;2014;29;;;;;2017;29;;;;;2015.5;-13.3609619140625
-1;156500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;0.0
-1;156600;KELP;2015;23;;;;;2018;24;;;;;2016.5;-12.78515625
-1;156600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;156700;RAINFOREST_RESIN;9998;6;9995;27;;;10005;27;;;;;10001.5;0.0
-1;156700;KELP;2015;31;;;;;2018;27;;;;;2016.5;-12.5174560546875
-1;156800;RAINFOREST_RESIN;9998;7;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;156800;KELP;2015;32;;;;;2018;24;;;;;2016.5;-12.622314453125
-1;156900;KELP;2014;24;;;;;2015;5;2018;25;;;2014.5;-12.8663330078125
-1;156900;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;157000;KELP;2014;21;;;;;2016;8;2018;22;;;2015.0;-12.881103515625
-1;157000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;157100;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10002;2;10004;2;9997.0;0.0
-1;157100;KELP;2014;24;;;;;2018;24;;;;;2016.0;-13.0667724609375
-1;157200;RAINFOREST_RESIN;9995;22;;;;;10002;3;10005;22;;;9998.5;0.0
-1;157200;KELP;2015;1;2014;22;;;2018;22;;;;;2016.5;-13.11962890625
-1;157300;KELP;2014;22;;;;;2015;4;2017;22;;;2014.5;-13.28125
-1;157300;RAINFOREST_RESIN;9995;22;;;;;10000;4;10005;22;;;9997.5;0.0
-1;157400;KELP;2014;16;;;;;2017;25;;;;;2015.5;-13.2626953125
-1;157400;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;0.0
-1;157500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;157500;KELP;2014;25;;;;;2017;26;;;;;2015.5;-13.263671875
-1;157600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;157600;KELP;2014;24;;;;;2015;3;2017;24;;;2014.5;-13.393798828125
-1;157700;KELP;2016;1;2014;25;;;2017;25;;;;;2016.5;-13.249267578125
-1;157700;RAINFOREST_RESIN;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;0.0
-1;157800;KELP;2014;23;;;;;2017;23;;;;;2015.5;-13.34423828125
-1;157800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;4;10004;1;10005;22;9999.0;0.0
-1;157900;RAINFOREST_RESIN;9995;24;;;;;10002;4;10005;24;;;9998.5;0.0
-1;157900;KELP;2014;31;;;;;2017;24;;;;;2015.5;-13.3660888671875
-1;158000;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;158000;KELP;2014;29;;;;;2017;29;;;;;2015.5;-13.4774169921875
-1;158100;KELP;2014;22;;;;;2017;23;;;;;2015.5;-13.7537841796875
-1;158100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;158200;KELP;2014;26;;;;;2017;26;;;;;2015.5;-13.7032470703125
-1;158200;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;158300;RAINFOREST_RESIN;9996;1;9995;30;;;9998;5;10004;1;10005;30;9997.0;0.0
-1;158300;KELP;2014;31;;;;;2017;31;;;;;2015.5;-13.568359375
-1;158400;RAINFOREST_RESIN;9996;1;9995;30;;;9998;5;10004;1;10005;30;9997.0;0.0
-1;158400;KELP;2016;1;2014;31;;;2017;31;;;;;2016.5;-13.6749267578125
-1;158500;KELP;2014;22;;;;;2017;22;;;;;2015.5;-13.5262451171875
-1;158500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;158600;KELP;2014;27;;;;;2016;2;2017;27;;;2015.0;-13.4449462890625
-1;158600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;158700;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;158700;KELP;2014;29;;;;;2016;5;2017;29;;;2015.0;-13.4742431640625
-1;158800;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;158800;KELP;2016;4;2014;24;;;2017;24;;;;;2016.5;-13.4559326171875
-1;158900;KELP;2014;32;;;;;2017;32;;;;;2015.5;-13.30224609375
-1;158900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;159000;KELP;2015;1;2014;26;;;2018;27;;;;;2016.5;-12.8824462890625
-1;159000;RAINFOREST_RESIN;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;0.0
-1;159100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;159100;KELP;2014;31;;;;;2017;26;;;;;2015.5;-13.341552734375
-1;159200;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;0.0
-1;159200;KELP;2014;30;;;;;2017;30;;;;;2015.5;-13.238525390625
-1;159300;KELP;2014;20;;;;;2018;21;;;;;2016.0;-13.1256103515625
-1;159300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;159400;RAINFOREST_RESIN;10000;6;9998;6;9996;1;10004;1;10005;23;;;10002.0;0.0
-1;159400;KELP;2016;6;2014;24;;;2018;24;;;;;2017.0;-12.914306640625
-1;159500;KELP;2014;26;;;;;2018;26;;;;;2016.0;-12.9569091796875
-1;159500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;159600;RAINFOREST_RESIN;9998;8;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
-1;159600;KELP;2016;1;2014;24;;;2018;24;;;;;2017.0;-13.0673828125
-1;159700;KELP;2014;30;;;;;2017;1;2018;29;;;2015.5;-13.15283203125
-1;159700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;4;10004;1;10005;29;9997.0;0.0
-1;159800;RAINFOREST_RESIN;9995;20;;;;;10002;3;10005;20;;;9998.5;0.0
-1;159800;KELP;2014;20;;;;;2018;20;;;;;2016.0;-13.20361328125
-1;159900;KELP;2014;25;;;;;2015;5;2017;1;2018;24;2014.5;-13.1827392578125
-1;159900;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10000;5;10004;1;10005;24;9999.0;0.0
-1;160000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;160000;KELP;2014;26;;;;;2018;26;;;;;2016.0;-13.0997314453125
-1;160100;KELP;2015;33;;;;;2018;26;;;;;2016.5;-12.6002197265625
-1;160100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;160200;RAINFOREST_RESIN;9998;4;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
-1;160200;KELP;2014;24;;;;;2016;5;2017;1;2018;23;2015.0;-13.1229248046875
-1;160300;KELP;2014;29;;;;;2017;26;;;;;2015.5;-13.2740478515625
-1;160300;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;0.0
-1;160400;RAINFOREST_RESIN;9995;23;;;;;9998;1;10002;8;10005;23;9996.5;0.0
-1;160400;KELP;2017;1;2014;23;;;2018;23;;;;;2017.5;-12.979248046875
-1;160500;KELP;2014;24;;;;;2018;24;;;;;2016.0;-13.100341796875
-1;160500;RAINFOREST_RESIN;9998;4;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;160600;RAINFOREST_RESIN;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;0.0
-1;160600;KELP;2014;22;;;;;2017;22;;;;;2015.5;-13.2896728515625
-1;160700;KELP;2014;26;;;;;2017;24;;;;;2015.5;-13.36572265625
-1;160700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;160800;RAINFOREST_RESIN;10002;2;9996;2;9995;27;10004;2;10005;27;;;10003.0;0.0
-1;160800;KELP;2015;2;2014;27;;;2018;29;;;;;2016.5;-12.802001953125
-1;160900;KELP;2015;3;2014;30;;;2018;30;;;;;2016.5;-13.029541015625
-1;160900;RAINFOREST_RESIN;10000;3;9996;1;9995;29;10004;1;10005;29;;;10002.0;0.0
-1;161000;RAINFOREST_RESIN;9995;27;;;;;10002;3;10005;27;;;9998.5;0.0
-1;161000;KELP;2014;27;;;;;2015;8;2018;27;;;2014.5;-13.171142578125
-1;161100;KELP;2014;28;;;;;2018;28;;;;;2016.0;-12.9969482421875
-1;161100;RAINFOREST_RESIN;9995;28;;;;;10002;10;10005;28;;;9998.5;0.0
-1;161200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;161200;KELP;2014;31;;;;;2017;1;2018;30;;;2015.5;-13.1175537109375
-1;161300;KELP;2014;20;;;;;2018;20;;;;;2016.0;-13.05859375
-1;161300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;161400;RAINFOREST_RESIN;9998;7;9996;1;9995;26;10004;1;10005;26;;;10001.0;0.0
-1;161400;KELP;2015;3;2014;27;;;2017;1;2018;26;;;2016.0;-13.1226806640625
-1;161500;KELP;2014;22;;;;;2018;22;;;;;2016.0;-13.0301513671875
-1;161500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;161600;RAINFOREST_RESIN;9996;2;9995;20;;;9998;1;10004;2;10005;20;9997.0;0.0
-1;161600;KELP;2014;22;;;;;2018;22;;;;;2016.0;-13.022705078125
-1;161700;KELP;2016;7;2014;26;;;2018;26;;;;;2017.0;-13.0224609375
-1;161700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;161800;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;161800;KELP;2014;21;;;;;2018;21;;;;;2016.0;-12.949951171875
-1;161900;KELP;2015;23;;;;;2018;23;;;;;2016.5;-12.745849609375
-1;161900;RAINFOREST_RESIN;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
-1;162000;KELP;2015;28;;;;;2018;23;;;;;2016.5;-12.5526123046875
-1;162000;RAINFOREST_RESIN;9998;1;9995;23;;;10005;23;;;;;10001.5;0.0
-1;162100;RAINFOREST_RESIN;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;162100;KELP;2015;29;;;;;2018;25;;;;;2016.5;-12.2181396484375
-1;162200;RAINFOREST_RESIN;9995;20;;;;;10002;10;10005;20;;;9998.5;0.0
-1;162200;KELP;2015;20;;;;;2019;20;;;;;2017.0;-12.05224609375
-1;162300;KELP;2016;5;2015;30;;;2019;30;;;;;2017.5;-12.0963134765625
-1;162300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;162400;KELP;2015;24;;;;;2016;5;2019;24;;;2015.5;-12.0040283203125
-1;162400;RAINFOREST_RESIN;9996;2;9995;22;;;10000;5;10004;2;10005;22;9998.0;0.0
-1;162500;RAINFOREST_RESIN;9998;2;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;162500;KELP;2015;24;;;;;2017;5;2019;24;;;2016.0;-12.0831298828125
